## skills (41435 rows)
-- 绝境: 182
   SkillName=天原绝境_滑翔翼 ; SkillID=29021 ; KindType=Physics ; FunctionType=Normal ; CastMode=CasterSingle ; ScriptFile=沙漠风暴/天原绝境_滑翔翼.lua ; MaxLevel=1
   Name=移动端_无相楼_打断秘籍_傀儡冲刺后释放技能标记 ; ID=71567 ; Useage=450 ; Count=1 ; Interval=32 ; MoveStateMask=3758030846
   Name=移动端_无相楼_打断秘籍_傀儡冲刺后释放技能冲刺维持 ; ID=71567 ; Useage=450 ; Count=1 ; Interval=32 ; ScriptFile=无相楼/移动端_无相楼_子技能/移动端_无相楼_打断_秘籍1冲刺后造成伤害.lua ; MoveStateMask=131072
   Name=移动端_无相楼_打断后禁疗 ; ID=71568 ; Useage=450 ; Count=1 ; Interval=48 ; MoveStateMask=3758030846
   Name=移动端_无相楼_下一次招式增伤 ; ID=71570 ; Useage=450 ; Count=1 ; Interval=8 ; MoveStateMask=3758030846
   Name=无相楼_千丝落絮真二段需求buff ; ID=71571 ; Useage=450 ; Count=1 ; Interval=160 ; MoveStateMask=3758030846
   Name=移动端_无相楼_游丝枕月切二段 ; ID=71578 ; Useage=450 ; Count=1 ; Interval=240 ; MoveStateMask=3758030846
-- 连环: 4
   Name=移动端_天罗_千机连环_机关搜索目标 ; ID=70925 ; Useage=409 ; Count=100 ; Interval=24 ; MoveStateMask=3758030846
   Name=连环慢秘籍下一招式增伤实际效果 ; ID=71616 ; Useage=450 ; Count=1 ; Interval=8 ; MoveStateMask=3758030846
   Name=连环慢秘籍_勾线增伤标记 ; ID=71617 ; Useage=450 ; Count=1 ; Interval=48 ; MoveStateMask=3758030846
   Name=连环慢秘籍_勾线增伤实际效果 ; ID=71618 ; Useage=450 ; Count=1 ; Interval=8 ; MoveStateMask=3758030846
## npc (649 rows)
## doodad (11010 rows)
-- 楚河汉界: 2
   Name=柳静海楚河汉界标记 ; ID=6556
   Name=伪传·楚河汉界 ; ID=9125
-- 雷霆: 1
   Name=雷霆机甲武器 ; ID=6491
-- 无相: 3
   Name=无相楼摆件 ; ID=11077
   Name=降魔相·无相 ; ID=11633
   Name=心归净乐·无相 ; ID=11634
-- 连环: 3
   Name=十二连环坞粮草 ; ID=5478
   Name=十二连环坞兵器架 ; ID=5479
   Name=伪传·连环弩 ; ID=9822
-- 飞爪: 3
   Name=飞爪补给箱 ; ID=8988
   Name=伪传·临时飞爪 ; ID=9135
   Name=临时飞爪 ; ID=9191
-- 火把: 11
   Name=火把 ; ID=868
   Name=冒烟火把 ; ID=905
   Name=蛮族火把 ; ID=2391
   Name=碑铭·火把节的传说 ; ID=2779
   Name=火把 ; ID=4424
   Name=火把 ; ID=4479
   Name=火把 ; ID=4661
   Name=引路火把 ; ID=5716
   Name=照明火把 ; ID=9193
   Name=火把 ; ID=9435
   Name=火把 ; ID=10673
-- 燧石: 1
   Name=燧石 ; ID=9195
## cooldown (3510 rows)
-- 绝境: 69
   ID=2173 ; Duration=90 ; MinDuration=90 ; MaxCount=1
   ID=2174 ; Duration=12 ; MinDuration=12 ; MaxCount=1 ; CanAccelerate=1
   ID=2175 ; Duration=3 ; MinDuration=3 ; MaxCount=1 ; CanAccelerate=1
   ID=2192 ; Duration=10 ; MinDuration=10 ; MaxCount=1 ; CanAccelerate=1
   ID=2375 ; Duration=60 ; MinDuration=60 ; MaxCount=1
   ID=2617 ; Duration=60 ; MinDuration=60 ; MaxCount=3
   ID=2630 ; Duration=1 ; MinDuration=1 ; MaxCount=1
   ID=2875 ; Duration=45 ; MinDuration=45 ; MaxCount=1 ; CanAccelerate=1
   ID=2897 ; Duration=15 ; MinDuration=15 ; MaxCount=1 ; CanAccelerate=1
   ID=2898 ; Duration=40 ; MinDuration=40 ; MaxCount=1 ; CanAccelerate=1
   ID=2989 ; Duration=45 ; MinDuration=45 ; Usage=46 ; MaxCount=3 ; CanAccelerate=1 ; NeedSyncOB=1
   ID=2990 ; Duration=60 ; MinDuration=60 ; MaxCount=1 ; CanAccelerate=1
   ID=3217 ; Duration=12 ; MinDuration=12 ; Usage=46 ; MaxCount=1
   ID=7096 ; Duration=12 ; MinDuration=12 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7097 ; Duration=8 ; MinDuration=8 ; Usage=46 ; MaxCount=2 ; CanAccelerate=1
   ID=7100 ; Duration=5 ; MinDuration=5 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7101 ; Duration=10 ; MinDuration=10 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7102 ; Duration=8 ; MinDuration=8 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7103 ; Duration=20 ; MinDuration=20 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7104 ; Duration=25 ; MinDuration=25 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7105 ; Duration=25 ; MinDuration=25 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7106 ; Duration=25 ; MinDuration=25 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7107 ; Duration=18 ; MinDuration=18 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7108 ; Duration=12 ; MinDuration=12 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7109 ; Duration=8 ; MinDuration=8 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7113 ; Duration=15 ; MinDuration=15 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7114 ; Duration=3 ; MinDuration=3 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7115 ; Duration=8 ; MinDuration=8 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7117 ; Duration=11 ; MinDuration=11 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7118 ; Duration=7 ; MinDuration=7 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7119 ; Duration=12 ; MinDuration=12 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7120 ; Duration=20 ; MinDuration=20 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7121 ; Duration=23 ; MinDuration=23 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7122 ; Duration=15 ; MinDuration=15 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7123 ; Duration=20 ; MinDuration=20 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7124 ; Duration=30 ; MinDuration=30 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7125 ; Duration=60 ; MinDuration=60 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7126 ; Duration=40 ; MinDuration=40 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7127 ; Duration=20 ; MinDuration=20 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
   ID=7128 ; Duration=45 ; MinDuration=45 ; Usage=46 ; MaxCount=1 ; CanAccelerate=1
-- 吃鸡: 14
   ID=1316 ; Duration=120 ; MinDuration=120 ; Usage=13 ; MaxCount=1
   ID=1328 ; Duration=120 ; MinDuration=120 ; Usage=46 ; MaxCount=1 ; NeedSyncOB=1
   ID=1491 ; Duration=5 ; MinDuration=5 ; Usage=46 ; MaxCount=1
   ID=1505 ; Duration=30 ; MinDuration=30 ; Usage=46 ; MaxCount=1
   ID=2035 ; Duration=15 ; MinDuration=15 ; MaxCount=1 ; CanAccelerate=1
   ID=2036 ; Duration=75 ; MinDuration=75 ; MaxCount=1 ; CanAccelerate=1
   ID=2375 ; Duration=60 ; MinDuration=60 ; MaxCount=1
   ID=2528 ; Duration=15 ; MinDuration=15 ; Usage=73 ; MaxCount=1 ; CanAccelerate=1
   ID=2563 ; Duration=180 ; MinDuration=180 ; MaxCount=1 ; CanAccelerate=1
   ID=2639 ; Duration=40 ; MinDuration=40 ; MaxCount=1 ; CanAccelerate=1 ; NeedSyncOB=1
   ID=2657 ; Duration=5 ; MinDuration=5 ; MaxCount=1 ; CanAccelerate=1
   ID=3379 ; Duration=43 ; MinDuration=43 ; Usage=85 ; MaxCount=1 ; CanAccelerate=1
   ID=3413 ; Duration=600 ; MinDuration=600 ; Usage=46 ; MaxCount=1
   ID=5004 ; Duration=14 ; MinDuration=14 ; Usage=4 ; MaxCount=2 ; CanAccelerate=1
-- 楚河汉界: 4
   ID=1136 ; Duration=45 ; MinDuration=45 ; Usage=71 ; MaxCount=1 ; CanAccelerate=1 ; NeedSyncOB=1
   ID=1190 ; Duration=45 ; MinDuration=45 ; Usage=71 ; MaxCount=2 ; CanAccelerate=1 ; NeedSyncOB=1
   ID=1191 ; Duration=1 ; MinDuration=1 ; Usage=71 ; MaxCount=1 ; CanAccelerate=1 ; NeedSyncOB=1
   ID=2989 ; Duration=45 ; MinDuration=45 ; Usage=46 ; MaxCount=3 ; CanAccelerate=1 ; NeedSyncOB=1
-- 雷霆: 4
   ID=117 ; Duration=90 ; MinDuration=90 ; Usage=4 ; MaxCount=1 ; CanAccelerate=1 ; NeedSyncOB=1
   ID=1270 ; Duration=90 ; MinDuration=90 ; Usage=4 ; MaxCount=2 ; CanAccelerate=1 ; NeedSyncOB=1
   ID=1423 ; Duration=30 ; MinDuration=30 ; Usage=4 ; MaxCount=2 ; CanAccelerate=1 ; NeedSyncOB=1
   ID=2990 ; Duration=60 ; MinDuration=60 ; MaxCount=1 ; CanAccelerate=1
-- 无相: 3
   ID=47 ; Duration=75 ; MinDuration=75 ; Usage=5 ; MaxCount=1 ; CanAccelerate=1 ; NeedSyncOB=1
   ID=1225 ; Duration=60 ; MinDuration=60 ; Usage=5 ; MaxCount=1 ; CanAccelerate=1 ; NeedSyncOB=1
   ID=2875 ; Duration=45 ; MinDuration=45 ; MaxCount=1 ; CanAccelerate=1
-- 连环: 5
   ID=466 ; Duration=45 ; MinDuration=45 ; Usage=10 ; MaxCount=1 ; CanAccelerate=1
   ID=2476 ; Duration=50 ; MinDuration=50 ; Usage=10 ; MaxCount=1 ; CanAccelerate=1
   ID=2897 ; Duration=15 ; MinDuration=15 ; MaxCount=1 ; CanAccelerate=1
   ID=3214 ; Duration=22 ; MinDuration=22 ; Usage=84 ; MaxCount=1 ; CanAccelerate=1
   ID=3319 ; Duration=0.5 ; MinDuration=0.5 ; Usage=85 ; MaxCount=1 ; CanAccelerate=1
-- 飞爪: 8
   ID=472 ; Duration=20 ; MinDuration=20 ; Usage=10 ; MaxCount=1 ; CanAccelerate=1 ; NeedSyncOB=1
   ID=1272 ; Duration=35 ; MinDuration=35 ; Usage=10 ; MaxCount=1 ; CanAccelerate=1 ; NeedSyncOB=1
   ID=1274 ; Duration=0.5 ; MinDuration=0.5 ; Usage=10 ; MaxCount=1 ; CanAccelerate=1
   ID=2038 ; Duration=60 ; MinDuration=60 ; MaxCount=1
   ID=2279 ; Duration=60 ; MinDuration=60 ; MaxCount=1 ; CanAccelerate=1
   ID=2617 ; Duration=60 ; MinDuration=60 ; MaxCount=3
   ID=2630 ; Duration=1 ; MinDuration=1 ; MaxCount=1
   ID=3215 ; Duration=25 ; MinDuration=25 ; Usage=84 ; MaxCount=1 ; CanAccelerate=1
-- 滑翔: 3
   ID=1329 ; Duration=15 ; MinDuration=15 ; Usage=46 ; MaxCount=1
   ID=1330 ; Duration=1 ; MinDuration=1 ; Usage=46 ; MaxCount=1
   ID=1331 ; Duration=30 ; MinDuration=30 ; Usage=46 ; MaxCount=1
-- 火把: 1
   ID=2173 ; Duration=90 ; MinDuration=90 ; MaxCount=1
-- 战象: 2
   ID=2174 ; Duration=12 ; MinDuration=12 ; MaxCount=1 ; CanAccelerate=1
   ID=2175 ; Duration=3 ; MinDuration=3 ; MaxCount=1 ; CanAccelerate=1
-- 天玄: 1
   ID=2192 ; Duration=10 ; MinDuration=10 ; MaxCount=1 ; CanAccelerate=1
