SkillName	SkillID	KindType	FunctionType	BelongKungfu	BelongSchool	IgnoreCamp	MapBanMask	ScriptFile	Design_Effect
绝境_蛇影	65046	Adaptive	Damage	64888	13		0	绝境战场\绝境_蛇影.lua	直接伤害技能
绝境_蟾啸	65047	Adaptive	Damage	64888	13		0	绝境战场\绝境_蟾啸.lua	直接伤害技能
绝境_夺命蛊	65048	None	Normal	64888	13			绝境战场\绝境_夺命蛊.lua	直接伤害技能
绝境_迷心蛊	65049	None	Normal	64888	13			绝境战场\绝境_迷心蛊.lua	直接伤害技能
绝境_枯残蛊	65050	None	Normal	64888	13			绝境战场\绝境_枯残蛊.lua	直接伤害技能
绝境_化血镖	65053	Adaptive	Damage	64888	13			绝境战场\绝境_化血镖.lua	给予目标一个流血效果，可以反复叠加，加深伤害，达到5次后每次造成固定伤害并刷新，同时该技能有很大仇恨
绝境_孔雀翎	65054	Physics	Damage	64888	13		0	绝境战场\绝境_孔雀翎.lua	直接伤害技能
绝境_孔雀翎实际伤害	65055	Adaptive	Damage	64902	13		0	绝境战场\绝境_孔雀翎实际伤害.lua	直接伤害技能
绝境_孔雀翎技能事件触发伤害	65056	Adaptive	Damage	64902	13			绝境战场\绝境_孔雀翎技能事件触发伤害.lua	直接伤害技能
绝境_玉石俱焚	65058	Adaptive	Damage	64888	13			绝境战场\绝境_玉石俱焚.lua	直接伤害技能
绝境_两仪化形	65059	Adaptive	Damage	64888	13			绝境战场\绝境_两仪化形.lua	直接伤害技能
绝境_无我无剑	65060	Adaptive	Damage	64888	13			绝境战场\绝境_无我无剑.lua	直接伤害技能
绝境_万剑归宗	65061	Adaptive	Damage	64888	13			绝境战场\绝境_万剑归宗.lua	直接伤害技能
绝境_天地无极	65062	Adaptive	Damage	64888	13			绝境战场\绝境_天地无极.lua	直接伤害技能
绝境_隐身通用施放显形	65063	None	Normal	64902	13		0	绝境战场\绝境_施放技能通用显形.lua	直接伤害技能
绝境_剑主天地	65065	Adaptive	Damage	64888	13			绝境战场\绝境_剑主天地.lua	直接伤害技能
绝境_技能挂急曲	65066	Adaptive	Normal	64902	13		0	绝境战场\绝境_技能挂急曲.lua	直接伤害技能
绝境_技能爆急曲	65067	Adaptive	Normal	64902	13		0	绝境战场\绝境_技能爆急曲.lua	直接伤害技能
绝境_百足	65068	Adaptive	Damage	64888	13		0	绝境战场\绝境_百足.lua	直接伤害技能
绝境_百足Dot	65069	Adaptive	Damage	64902	13		0	绝境战场\绝境_百足DOT添加.lua	直接伤害技能
绝境_百足二次攻击	65070	Adaptive	Damage	64902	13		0	绝境战场\绝境_百足二次攻击.lua	直接伤害技能
绝境_追命箭	65071	Adaptive	Damage	64888	13		0	绝境战场\绝境_追命箭.lua	直接伤害技能
绝境_追命箭额外伤害	65072	Adaptive	Damage	64902	13			绝境战场\绝境_追命箭额外伤害.lua	直接伤害技能
绝境_穿心弩	65074	Adaptive	Damage	64888	13		0	绝境战场\绝境_穿心弩.lua	直接伤害技能
绝境_听雷	65075	Adaptive	Damage	64888	13			绝境战场\绝境_听雷.lua	直接伤害技能
绝境_云飞玉皇	65076	Adaptive	Damage	64888	13		0	绝境战场\绝境_云飞玉皇.lua	直接伤害技能
绝境_云飞玉皇额外伤害	65077	Adaptive	Damage	64902	13			绝境战场\绝境_云飞玉皇额外伤害.lua	直接伤害技能
绝境_鹤归孤山	65078	Adaptive	Normal	64888	13		0	绝境战场\绝境_鹤归孤山.lua	直接伤害技能
绝境鹤归释放	65079	Physics	Normal	64902	13			绝境战场\绝境_鹤归孤山技能释放.lua	直接伤害技能
绝境鹤归远距离	65080	Adaptive	Stun	64902	13			绝境战场\绝境_鹤归孤山远距离.lua	直接伤害技能
绝境鹤归近距离	65081	Adaptive	Normal	64902	13			绝境战场\绝境_鹤归孤山近距离.lua	直接伤害技能
绝境_幽月轮	65083	Adaptive	Damage	64888	13		0	绝境战场\绝境_幽月轮.lua	直接伤害技能
幽月轮第一段子技能	65084	Adaptive	Damage	64902	13		0	绝境战场\绝境_幽月轮一段.lua	直接伤害技能
幽月轮第二段子技能	65085	Adaptive	Damage	64902	13		0	绝境战场\绝境_幽月轮二段.lua	直接伤害技能
幽月轮第三段子技能	65086	Adaptive	Damage	64902	13		0	绝境战场\绝境_幽月轮三段.lua	直接伤害技能
绝境_净世破魔击	65087	Adaptive	Damage	64888	13		0	绝境战场\绝境_净世破魔击.lua	直接伤害技能
绝境_月破伤害	65088	Adaptive	Damage	64902	13		0	绝境战场\绝境_月破伤害.lua	直接伤害技能
绝境_烈日斩	65089	Adaptive	Damage	64888	13		0	绝境战场\绝境_烈日斩.lua	直接伤害技能
绝境_银月斩	65090	Adaptive	Damage	64888	13		0	绝境战场\绝境_银月斩.lua	直接伤害技能
日月交替触发子技能	65091	Adaptive	Damage	64902	13		0	绝境战场\绝境_日月交替.lua	直接伤害技能
绝境_圣明佑	65092	None	Normal	64888	13			绝境战场\绝境_圣明佑.lua	直接伤害技能
绝境_生死劫	65095	Adaptive	Damage	64888	13			绝境战场\绝境_生死劫.lua	直接伤害技能
绝境_驱夜断愁	65096	Adaptive	Normal	64888	13		0	绝境战场\绝境_驱夜断愁.lua	直接伤害技能
绝境_韦陀献杵	65097	Adaptive	Damage	64888	13			绝境战场\绝境_韦陀献杵.lua	直接伤害技能
绝境_摩诃无量	65098	Adaptive	Damage	64888	13			绝境战场\绝境_摩诃无量.lua	直接伤害技能
绝境_捉影式	65100	Adaptive	Damage	64888	13			绝境战场\绝境_捉影式.lua	直接伤害技能
绝境_五蕴皆空	65101	Adaptive	Damage	64888	13			绝境战场\绝境_五蕴皆空.lua	直接伤害技能
绝境_大狮子吼	65103	None	Damage	64888	13			绝境战场\绝境_大狮子吼.lua	直接伤害技能
绝境_无相诀	65104	None	Normal	64888	13			绝境战场\绝境_无相诀.lua	直接伤害技能
绝境_春泥护花	65105	None	Normal	64888	13			绝境战场\绝境_春泥护花.lua	直接伤害技能
春泥被击消除	65106	None	Damage	64902	13			绝境战场\绝境_春泥被击消除.lua	直接伤害技能
绝境_星楼月影	65107	None	Normal	64888	13			绝境战场\绝境_星楼月影.lua	直接伤害技能
绝境_少明指	65108	Adaptive	Damage	64888	13		0	绝境战场\绝境_少明指.lua	直接伤害技能
绝境_芙蓉并蒂	65109	Adaptive	Damage	64888	13		0	绝境战场\绝境_芙蓉并蒂.lua	直接伤害技能
绝境_商阳子技能	65110	Adaptive	Damage	64902	13		0	绝境战场\绝境_商阳子技能.lua	直接伤害技能
绝境_兰摧子技能	65111	Adaptive	Damage	64902	13		0	绝境战场\绝境_兰摧子技能.lua	直接伤害技能
绝境_钟林子技能	65112	Adaptive	Damage	64902	13		0	绝境战场\绝境_钟林子技能.lua	直接伤害技能
绝境_傍花随柳	65113	Adaptive	Damage	64888	13		0	绝境战场\绝境_傍花随柳.lua	直接伤害技能
傍花触发效果	65114	Adaptive	Damage	64902	13			绝境战场\绝境_傍花随柳触发.lua	直接伤害技能
傍花触发伤害	65115	Adaptive	Damage	64902	13			绝境战场\绝境_傍花随柳伤害触发.lua	直接伤害技能
绝境_沧月	65116	Adaptive	Daze	64888	13			绝境战场\绝境_沧月.lua	直接伤害技能
绝境·沧月击退	65117	Adaptive	Damage	64902	13			绝境战场\绝境_沧月击退.lua	直接伤害技能
绝境_疾如风	65118	None	Normal	64888	13			绝境战场\绝境_疾如风.lua	直接伤害技能
绝境_撼如雷	65119	Adaptive	Damage	64888	13			绝境战场\绝境_撼如雷.lua	直接伤害技能
绝境_渊	65120	Adaptive	Normal	64888	13		0	绝境战场\绝境_渊.lua	直接伤害技能
渊结束击飞	65121	Adaptive	Normal	64902	13			绝境战场\绝境_渊击飞.lua	直接伤害技能
渊冲刺换动作	65122	Physics	Normal	64902	13		0	绝境战场\绝境_渊冲刺.lua	直接伤害技能
绝境_破坚阵	65123	Adaptive	Daze	64888	13			绝境战场\绝境_破坚阵.lua	直接伤害技能
绝境_裂苍穹	65124	Adaptive	Damage	64888	13			绝境战场\绝境_裂苍穹.lua	直接伤害技能
绝境·断魂刺	65125	Physics	Damage	64888	13			绝境战场\绝境_断魂刺.lua	直接伤害技能
断魂刺子技能	65126	Adaptive	Daze	64902	13			绝境战场\绝境_断魂刺伤害.lua	直接伤害技能
绝境·冲阴阳	65127	None	Normal	64888	13			绝境战场\绝境_冲阴阳.lua	直接伤害技能
冲阴阳实际子技能	65129	None	Normal	64902	13			绝境战场\绝境_冲阴阳子技能.lua	直接伤害技能
绝境·碎星辰	65133	None	Normal	64888	13			绝境战场\绝境_碎星辰.lua	直接伤害技能
碎星辰实际效果	65134	None	Normal	64902	13			绝境战场\绝境_碎星辰子技能.lua	直接伤害技能
绝境·破苍穹	65136	None	Normal	64888	13			绝境战场\绝境_破苍穹.lua	直接伤害技能
破苍穹技能释放	65137	None	Normal	64902	13			绝境战场\绝境_破苍穹子技能.lua	直接伤害技能
绝境·凌太虚	65138	None	Normal	64888	13			绝境战场\绝境_凌太虚.lua	直接伤害技能
凌太虚技能释放	65139	None	Normal	64902	13			绝境战场\绝境_凌太虚子技能.lua	直接伤害技能
绝境_吞日月	65140	None	Normal	64888	13			绝境战场\绝境_吞日月.lua	直接伤害技能
吞日月技能释放	65141	None	Damage	64902	13			绝境战场\绝境_吞日月子技能.lua	直接伤害技能
绝境_生太极	65142	None	Normal	64888	13			绝境战场\绝境_生太极.lua	直接伤害技能
生太极技能释放	65143	None	Normal	64902	13			绝境战场\绝境_生太极子技能.lua	直接伤害技能
绝境_任驰骋	65144	None	Normal	64888	13			绝境战场\绝境_任驰骋.lua	直接伤害技能
绝境_三才化生	65145	Adaptive	Damage	64888	13			绝境战场\绝境_三才化生.lua	直接伤害技能
绝境_七星拱瑞	65146	Adaptive	Stun	64888	13			绝境战场\绝境_七星拱瑞.lua	直接伤害技能
七星拱瑞npc	65147	NeutralMagic	Stun	64902	13			绝境战场\绝境_七星拱瑞npc.lua	直接伤害技能
七星拱瑞player	65148	NeutralMagic	Stun	64902	13			绝境战场\绝境_七星拱瑞player.lua	直接伤害技能
绝境_五方行尽	65149	Adaptive	Charm	64888	13			绝境战场\绝境_五方行尽.lua	直接伤害技能
绝境_人剑合一	65150	Adaptive	Normal	64888	13			沙漠风暴/道具_人剑合一母技能.lua	直接伤害技能
人剑合一敌人气场	65151	Adaptive	Normal	64902	13			绝境战场\绝境_引爆敌人气场.lua	直接伤害技能
人剑合一自身气场	65152	Physics	Normal	64902	13			绝境战场\绝境_引爆自身气场.lua	直接伤害技能
绝境_大道无术	65153	Adaptive	Stun	64888	13			绝境战场\绝境_大道无术.lua	直接伤害技能
绝境_坐忘无我	65154	Adaptive	Normal	64888	13			绝境战场\绝境_坐忘无我.lua	直接伤害技能
绝境_剑转流云	65155	Adaptive	Damage	64888	13			绝境战场\绝境_剑转流云.lua	直接伤害技能
绝境_雷霆震怒	65156	Adaptive	Stun	64888	13			绝境战场\绝境_雷霆震怒.lua	直接伤害技能
绝境_绛唇珠袖	65157	Adaptive	Damage	64888	13			绝境战场\绝境_绛唇珠袖.lua	直接伤害技能
绛唇珠袖触发伤害	65158	Adaptive	Damage	64902	13			绝境战场\绝境_绛唇珠袖触发伤害.lua	直接伤害技能
绝境_帝骖龙翔	65159	Adaptive	Halt	64888	13			绝境战场\绝境_帝骖龙翔.lua	直接伤害技能
绝境_天地低昂	65160	Adaptive	Normal	64888	13			绝境战场\绝境_天地低昂.lua	直接伤害技能
绝境_鹊踏枝	65161	Adaptive	Normal	64888	13			绝境战场\绝境_鹊踏枝.lua	直接伤害技能
绝境_蛊虫献祭	65162	None	Normal	64888	13			绝境战场\绝境_蛊虫献祭.lua	直接伤害技能
绝境_女娲补天	65163	None	Normal	64888	13			绝境战场\绝境_女娲补天.lua	直接伤害技能
绝境·雷震子	65165	Adaptive	Stun	64888	13		0	绝境战场\绝境_雷震子.lua	直接伤害技能
绝境·轮回诀	65166	Adaptive	Normal	64888	13		0	绝境战场\绝境_轮回诀.lua	直接伤害技能
绝境_镇山河	65167	None	Normal	64888	13			绝境战场\绝境_镇山河.lua	直接伤害技能
镇山河实际效果	65168	None	Normal	64902	13			绝境战场\绝境_镇山河效果.lua	直接伤害技能
镇山河驱散效果	65169	None	Normal	64902	13			绝境战场\绝境_镇山河驱散.lua	直接伤害技能
长针正常治疗	65174	None	Normal	64902	13			绝境战场\绝境_长针正常治疗.lua	直接伤害技能
长针毒圈减疗	65175	None	Normal	64902	13			绝境战场\绝境_长针毒圈减疗.lua	直接伤害技能
绝境_疾	65240	Leap	Damage	64888	13			绝境战场\绝境_疾.lua	轻功
绝境_鸟翔碧空	65241	Leap	Normal	64888	13		0	绝境战场\绝境_鸟翔碧空.lua	直接伤害技能
绝境_太阴指	65242	Leap	Damage	64888	13			绝境战场\绝境_太阴指.lua	直接伤害技能
绝境_暗尘弥散	65243	Adaptive	Normal	64888	13		0	绝境战场\绝境_暗尘弥散.lua	直接伤害技能
绝境_浮光掠影	65244	Adaptive	Normal	64888	13		0	绝境战场\绝境_浮光掠影.lua	直接伤害技能
疾伤害效果	65249	Adaptive	Damage	64902	13			绝境战场\绝境_疾实际伤害.lua	直接伤害技能
绝境_啸如虎	65250	Adaptive	Normal	64888	13			绝境战场\绝境_啸如虎.lua	直接伤害技能
绝境_风袖低昂	65251	None	Normal	64888	13			绝境战场\绝境_风袖低昂.lua	直接伤害技能
风袖正常治疗	65252	None	Normal	64902	13			绝境战场\绝境_风袖正常治疗.lua	直接伤害技能
风袖毒圈减疗	65253	None	Normal	64902	13			绝境战场\绝境_风袖减疗治疗.lua	直接伤害技能
绝境_千蝶吐瑞	65254	Adaptive	Normal	64888	13		0	绝境战场\绝境_千蝶吐瑞.lua	直接伤害技能
千蝶治疗正常子技能	65255	Poison	Normal	64902	13		0	绝境战场\绝境_千蝶减疗治疗.lua	直接伤害技能
千蝶治疗毒圈减疗子技能	65256	Poison	Normal	64902	13		0	绝境战场\绝境_千蝶正常治疗.lua	直接伤害技能
绝境_亢龙有悔	65667	Adaptive	Damage	64888	13	0	0	绝境战场\绝境_亢龙有悔.lua	直接伤害技能
绝境_狂龙乱舞	65668	Adaptive	Normal	64888	13	0	0	绝境战场\绝境_狂龙乱舞.lua	直接伤害技能
绝境_龙战于野	65669	Adaptive	Normal	64888	13	0	0	绝境战场\绝境_龙战于野.lua	直接伤害技能
绝境_潜龙勿用	65670	None	Normal	64888	13			绝境战场\绝境_潜龙勿用.lua	直接伤害技能
绝境_棒打狗头	65671	Adaptive	Normal	64888	13			绝境战场\绝境_棒打狗头.lua	直接伤害技能
绝境_笑醉狂	65672	Adaptive	Normal	64888	13	0	0	绝境战场\绝境_笑醉狂.lua	直接伤害技能
亢龙有悔伤害和DOT	65673	Adaptive	Damage	64902	13	0	0	绝境战场\绝境_亢龙有悔伤害和DOT.lua	直接伤害技能
绝境_狂龙乱舞伤害	65674	Adaptive	Damage	64902	13			绝境战场\绝境_狂龙乱舞伤害.lua	直接伤害技能
绝境_龙战于野拉	65675	Adaptive	Damage	64902	13	0	0	绝境战场\绝境_龙战于野拉.lua	直接伤害技能
绝境_潜龙勿用范围伤害	65676	Adaptive	Damage	64902	13	0	0	绝境战场\绝境_潜龙勿用范围伤害.lua	直接伤害技能
绝境_棒打狗头冲刺	65677	Physics	Damage	64902	13			绝境战场\绝境_棒打狗头冲刺.lua	直接伤害技能
绝境_棒打狗头伤害	65678	Adaptive	Damage	64902	13			绝境战场\绝境_棒打狗头伤害.lua	直接伤害技能
# matched 554 (limit 800)
