AnimationID	KindID	SheathType	AnimationRatio	AnimationSpeed	IsLoop	AnimationFile	ShadowFile	是否禁止自动转头	IsLookAtCamera(0面朝前方，1跟随焦点，2无视该功能）	PoseState	锁定朝向
32017	31	1			0	Data\source\player\M1\动作\M1b02ty外装183_二胡01_舞01.tani					
32018	31	1			0	Data\source\player\M1\动作\M1b02ty二胡01_start01_表现.tani					
32019	31	1			0	Data\source\player\M1\动作\M1b02ty二胡01_end01_表现.tani					
32020	31	1			1	Data\source\player\M1\动作\M1b02ty二胡01_st01_表现.tani					
32021	31	1	1	1	0	Data\source\player\M1\动作\M1b02ty外装179_捞月01a.tani					
32022	31	1	1	1	1	Data\source\player\M1\动作\M1b02ty外装179_捞月01b.tani					
32023	31	1	1	1	0	Data\source\player\M1\动作\M1b02ty外装179_捞月01c.tani					
32024	31	1	1	1	1	Data\source\player\M1\动作\M1b02ty外装179_捞月01d.tani					
32025	31	1	1	1	0	Data\source\player\M1\动作\M1b02ty外装179_捞月01e.tani					
32026	31	1	1	1	1	Data\source\player\M1\动作\M1b02ty外装179_捞月01f.tani					
32027	31	1	1	1	0	Data\source\player\M1\动作\M1b02ty外装179_捞月01g.tani					
32029	31	1			0	data\source\player\M1\动作\M1b02ty外装184_登高01a_一段01.tani					
32030	31	1			1	data\source\player\M1\动作\M1b02ty外装184_登高01b_一段循环01.tani					
32031	31	1			0	data\source\player\M1\动作\M1b02ty外装184_登高01c_二段01.tani					
32032	31	1			1	data\source\player\M1\动作\M1b02ty外装184_登高01d_二段循环.tani					
32033	31	1			0	data\source\player\M1\动作\M1b02ty外装184_登高01e_三段01.tani					
32034	31	1			1	data\source\player\M1\动作\M1b02ty外装184_登高01f_三段循环01.tani					
32035	31	1			0	data\source\player\M1\动作\M1b02ty外装184_登高01g_四段01.tani					
32036	31	1			0	Data\source\player\M1\动作\M1b02ty外装186_面具01a.tani					
32037	31	1			0	Data\source\player\M1\动作\M1b02ty外装186_面具01b.tani					
32038	31	1			0	Data\source\player\M1\动作\M1b02ty外装187_面具01a_萨满舞蹈.tani					
32039	31	1			0	Data\source\player\M1\动作\M1b02ty外装187_面具01b_萨满舞蹈.tani					
32040	31	1			0	data\source\player\M1\动作\M1b02ty外装189_水袖01a.tani					
32041	31	1			1	data\source\player\M1\动作\M1b02ty外装189_水袖01b.tani					
32042	31	1			0	data\source\player\M1\动作\M1b02ty外装189_水袖01c.tani					
32043	31	1			1	data\source\player\M1\动作\M1b02ty外装189_水袖01d.tani					
32044	31	1			0	data\source\player\M1\动作\M1b02ty外装189_水袖01e.tani					
32045	31	1			1	data\source\player\M1\动作\M1b02ty外装189_水袖01f.tani					
32046	31	1			0	data\source\player\M1\动作\M1b02ty外装189_水袖01g.tani					
32047	31	1			0	data\source\player\M1\动作\M1b02ty外装189_水袖01a.tani					
32048	31	1			1	data\source\player\M1\动作\M1b02ty外装189_水袖01b.tani					
32049	31	1			0	data\source\player\M1\动作\M1b02ty外装189_水袖01c.tani					
32050	31	1			1	data\source\player\M1\动作\M1b02ty外装189_水袖01d.tani					
32051	31	1			0	data\source\player\M1\动作\M1b02ty外装189_水袖01e.tani					
32052	31	1			1	data\source\player\M1\动作\M1b02ty外装189_水袖01f.tani					
32053	31	1			0	data\source\player\M1\动作\M1b02ty外装189_水袖01g.tani					
32054	31	1			1	Data\source\player\M1\动作\M1b01ty普通待机01.ani					
32055	31	1			1	Data\source\player\M1\动作\M1b01ty普通待机01.ani					
32056	31	1			0	Data\source\player\M1\动作\M1b02ty垂钓02_start01.ani					
32057	31	1			1	Data\source\player\M1\动作\M1b02ty垂钓02_st01.ani					
32058	31	1			0	Data\source\player\M1\动作\M1b02ty垂钓02_pst01.ani					
32059	31	1			0	Data\source\player\M1\动作\M1b02ty垂钓02_pst02a.tani					
32060	31	1			1	Data\source\player\M1\动作\M1b02ty垂钓02_pst02b.tani					
32061	31	1			1	Data\source\player\M1\动作\M1b02ty垂钓02_pst03a.tani					
32062	31	1			0	Data\source\player\M1\动作\M1b02ty垂钓02_pst03b.tani					
32063	31	1			0	Data\source\player\M1\动作\M1b02ty外装191_琵琶01_蓝纱01.tani					
32064	31	1			0	Data\source\player\M1\动作\M1b02ty琵琶01_start01.tani					
32065	31	1			1	Data\source\player\M1\动作\M1b02ty琵琶01_st01.tani					
32066	31	1			0	Data\source\player\M1\动作\M1b02ty琵琶01_end01.tani					
32067	31	1			0	Data\source\player\M1\动作\M1b02ty琵琶01_start01.tani					
32068	31	1			1	Data\source\player\M1\动作\M1b02ty琵琶01_st01.tani					
32069	31	1			0	Data\source\player\M1\动作\M1b02ty琵琶01_end01.tani					
32070	31	1			0	Data\source\player\M1\动作\M1b02ty外装191_琵琶01_蓝纱01.tani					
32071	57	1			1	data\source\player\M1\动作\M1b02ty暖炉01_back01_暖炉.tani					
32072	7	1			0	data\source\player\M1\动作\M1b02ty暖炉01_end01_消失.tani					
32073	31	1			0	data\source\player\M1\动作\M1b02ty暖炉01_pst01a_暖炉.tani					
32074	31	1			1	data\source\player\M1\动作\M1b02ty暖炉01_pst01b_暖炉.tani					
32075	31	1			0	data\source\player\M1\动作\M1b02ty暖炉01_pst01c_暖炉.tani					
32076	31	1			0	data\source\player\M1\动作\M1b02ty暖炉01_pst02_表现02.tani					
32077	60	1			1	data\source\player\M1\动作\M1b02ty暖炉01_st01_暖炉.tani					
32078	31	1			0	data\source\player\M1\动作\M1b02ty暖炉01_start01_出现.tani					
32079	56	1			1	data\source\player\M1\动作\M1b02ty暖炉01_walk01_暖炉.tani					
32080	6	1			1	data\source\player\M1\动作\M1b02ty暖炉01_右转01_暖炉.tani					
32081	6	1			1	data\source\player\M1\动作\M1b02ty暖炉01_左转01_暖炉.tani					
32082	31	1			1	data\source\player\M1\动作\M1b02ty暖炉01_st02.ani					
32083	31	1			0	data\source\player\M1\动作\M1b02ty外装194_冬至01a_雪松01.tani					
32084	31	1			1	data\source\player\M1\动作\M1b02ty外装194_冬至01b_雪松01.tani					
32085	31	1			0	data\source\player\M1\动作\M1b02ty外装194_冬至01c_雪松01.tani					
32086	31	1			1	data\source\player\M1\动作\M1b02ty外装194_冬至01d_雪松01.tani					
32087	31	1			0	data\source\player\M1\动作\M1b02ty外装194_冬至01e_雪松01.tani					
32088	31	1			1	data\source\player\M1\动作\M1b02ty外装194_冬至01f_雪松01.tani					
32089	31	1			0	data\source\player\M1\动作\M1b02ty外装194_冬至01g_雪松01.tani					
32090	31	1			0	data\source\player\M1\动作\M1b02ty外装195_展示01a.tani					
32091	31	1			1	data\source\player\M1\动作\M1b02ty外装195_展示01b.tani					
32092	31	1			0	data\source\player\M1\动作\M1b02ty外装196_花滑01a_花滑.tani					
32093	31	1			1	data\source\player\M1\动作\M1b02ty外装196_花滑01b_花滑.tani					
32094	31	1			0	data\source\player\M1\动作\M1b02ty外装196_花滑01c_花滑.tani					
32095	31	1			1	data\source\player\M1\动作\M1b02ty外装196_花滑01d_花滑.tani					
32096	31	1			0	data\source\player\M1\动作\M1b02ty外装196_花滑01e_花滑.tani					
32097	31	1			1	data\source\player\M1\动作\M1b02ty外装196_花滑01f_花滑.tani					
32098	31	1			0	data\source\player\M1\动作\M1b02ty外装196_花滑01g_花滑.tani					
32099	31	1			0	data\source\player\M1\动作\M1b01ty外装197_速滑01_滑冰01.tani					
32100	57	1			1	data\source\player\M1\动作\M1b02gj拂尘01_back01.ani					
32101	7	1			0	data\source\player\M1\动作\M1b02gj拂尘01_end01_消失.tani					
32102	31	1			0	data\source\player\M1\动作\M1b02gj拂尘01_pst01.tani					
32103	31	1			0	data\source\player\M1\动作\M1b02gj拂尘01_pst02.tani					
32104	60	1			1	data\source\player\M1\动作\M1b02gj拂尘01_st01.ani					
32105	31	1			0	data\source\player\M1\动作\M1b02gj拂尘01_start01_出现.tani					
32106	56	1			1	data\source\player\M1\动作\M1b02gj拂尘01_walk01.ani					
32107	6	1			1	data\source\player\M1\动作\M1b02gj拂尘01_挪步右01.ani					
32108	6	1			1	data\source\player\M1\动作\M1b02gj拂尘01_挪步左01.ani					
32109	57	1			1	data\source\player\M1\动作\M1b02gj拂尘01_back01.ani					
32110	7	1			0	data\source\player\M1\动作\M1b02gj拂尘01_end01_消失.tani					
32111	31	1			0	data\source\player\M1\动作\M1b02gj拂尘01_pst01.tani					
32112	31	1			0	data\source\player\M1\动作\M1b02gj拂尘01_pst02.tani					
32113	60	1			1	data\source\player\M1\动作\M1b02gj拂尘01_st01.ani					
32114	31	1			0	data\source\player\M1\动作\M1b02gj拂尘01_start01_出现.tani					
32115	56	1			1	data\source\player\M1\动作\M1b02gj拂尘01_walk01.ani					
32116	6	1			1	data\source\player\M1\动作\M1b02gj拂尘01_挪步右01.ani					
32117	6	1			1	data\source\player\M1\动作\M1b02gj拂尘01_挪步左01.ani					
32118	57	1			1	data\source\player\M1\动作\M1b02gj拂尘01_back01.ani					
32119	7	1			0	data\source\player\M1\动作\M1b02gj拂尘01_end01_消失.tani					
32120	31	1			0	data\source\player\M1\动作\M1b02gj拂尘01_pst01.tani					
32121	31	1			0	data\source\player\M1\动作\M1b02gj拂尘01_pst02.tani					
32122	60	1			1	data\source\player\M1\动作\M1b02gj拂尘01_st01.ani					
32123	31	1			0	data\source\player\M1\动作\M1b02gj拂尘01_start01_出现.tani					
32124	56	1			1	data\source\player\M1\动作\M1b02gj拂尘01_walk01.ani					
32125	6	1			1	data\source\player\M1\动作\M1b02gj拂尘01_挪步右01.ani					
32126	6	1			1	data\source\player\M1\动作\M1b02gj拂尘01_挪步左01.ani					
32127	57	1			1	data\source\player\M1\动作\M1b02gj拂尘01_back01.ani					
32128	7	1			0	data\source\player\M1\动作\M1b02gj拂尘01_end01_消失.tani					
32129	31	1			0	data\source\player\M1\动作\M1b02gj拂尘01_pst01.tani					
32130	31	1			0	data\source\player\M1\动作\M1b02gj拂尘01_pst02.tani					
32131	60	1			1	data\source\player\M1\动作\M1b02gj拂尘01_st01.ani					
32132	31	1			0	data\source\player\M1\动作\M1b02gj拂尘01_start01_出现.tani					
32133	56	1			1	data\source\player\M1\动作\M1b02gj拂尘01_walk01.ani					
32134	6	1			1	data\source\player\M1\动作\M1b02gj拂尘01_挪步右01.ani					
32135	6	1			1	data\source\player\M1\动作\M1b02gj拂尘01_挪步左01.ani					
32136	60	1			1	data\source\player\M1\动作\M1b01ty持包待机06.ani					
32137	56	1			1	data\source\player\M1\动作\M1b01ty持包行走06.ani					
32138	5	1			1	data\source\player\M1\动作\M1b01ty持包奔跑06.ani					
32139	6	1			0	data\source\player\M1\动作\M1b01ty持包挪步左06.ani					
32140	6	1			0	data\source\player\M1\动作\M1b01ty持包挪步右06.ani					
32141	57	1			1	data\source\player\M1\动作\M1b01ty持包后退05.ani					
32142	58	1			1	data\source\player\M1\动作\M1b01ty持包后退06.ani					
32143	31	1			0	data\source\player\M1\动作\M1b02gj持包表现12_铃兰.tani					
32144	31	1			0	data\source\player\M1\动作\M1b01ty亮包06_铃兰.tani					
32145	31	1			0	data\source\player\M1\动作\M1b01ty收包06_铃兰.tani					
32146	31	1			0	data\source\player\M1\动作\M1b02gj外装205_面具01a.tani					
32147	31	1			1	data\source\player\M1\动作\M1b02gj外装205_面具01b.tani					
32148	31	1			0	data\source\player\M1\动作\M1b02gj外装205_面具02a.tani					
32149	31	1			1	data\source\player\M1\动作\M1b02gj外装205_面具02b.tani					
32150	31	1			0	data\source\player\M1\动作\M1b02ty外装208_星辰01a_星辰01.tani					
32151	31	1			1	data\source\player\M1\动作\M1b02ty外装208_星辰01b_星辰01.tani					
32152	31	1			0	data\source\player\M1\动作\M1b02ty外装208_星辰01c_星辰01.tani					
32153	31	1			1	data\source\player\M1\动作\M1b02ty外装208_星辰01d_星辰01.tani					
32154	31	1			0	data\source\player\M1\动作\M1b02ty外装208_星辰01e_星辰01.tani					
32155	31	1			1	data\source\player\M1\动作\M1b02ty外装208_星辰01f_星辰01.tani					
32156	31	1			0	data\source\player\M1\动作\M1b02ty外装208_星辰01g_星辰01.tani					
32157	57	1			1	data\source\player\M1\动作\M1b02gj星杖01_back01.ani					
32158	7	1			0	data\source\player\M1\动作\M1b02gj星杖01_end01.tani					
32159	31	1			0	data\source\player\M1\动作\M1b02gj星杖01_pst01.tani					
32160	31	1			0	data\source\player\M1\动作\M1b02gj星杖01_pst02.tani					
32161	60	1			1	data\source\player\M1\动作\M1b02gj星杖01_st01.ani					
32162	31	1			0	data\source\player\M1\动作\M1b02gj星杖01_start01.tani					
32163	56	1			1	data\source\player\M1\动作\M1b02gj星杖01_walk01.ani					
32164	6	1			1	data\source\player\M1\动作\M1b02gj星杖01_挪步右01.ani					
32165	6	1			1	data\source\player\M1\动作\M1b02gj星杖01_挪步左01.ani					
32166	31	1			0	data\source\player\M1\动作\M1b02gj箜篌01_start01.tani					
32167	31	1			1	data\source\player\M1\动作\M1b02gj箜篌01_st01.tani					
32168	31	1			0	data\source\player\M1\动作\M1b02gj箜篌01_end01.tani					
32169	31	1			0	data\source\player\M1\动作\M1b02ty外装212_乘凉01.tani					
32170	31	1			0	data\source\player\m1\动作\m1b02ty外装217_空手舞01.tani					
32171	31	1			0	data\source\player\M1\动作\M1b02ty外装216_组合鼓01.tani					
32172	31	1			0	data\source\player\M1\动作\M1b02ty外装214_皓月01a.tani					
32173	31	1			1	data\source\player\M1\动作\M1b02ty外装214_皓月01b.tani					
32174	31	1			0	data\source\player\M1\动作\M1b02ty外装214_皓月01c.tani					
32175	31	1			1	data\source\player\M1\动作\M1b02ty外装214_皓月01d.tani					
32176	31	1			0	data\source\player\M1\动作\M1b02ty外装214_皓月01e.tani					
32177	31	1			1	data\source\player\M1\动作\M1b02ty外装214_皓月01f.tani					
32178	31	1			0	data\source\player\M1\动作\M1b02ty外装214_皓月01g.tani					
32179	31	1			0	data\source\player\M1\动作\M1b02ty外装221_绣球花01a.tani					
32180	31	1			1	data\source\player\M1\动作\M1b02ty外装221_绣球花01b.tani					
32181	31	1			0	data\source\player\M1\动作\M1b02ty外装221_绣球花01c.tani					
32182	31	1			1	data\source\player\M1\动作\M1b02ty外装221_绣球花01d.tani					
32183	31	1			0	data\source\player\M1\动作\M1b02ty外装221_绣球花01e.tani					
32184	31	1			1	data\source\player\M1\动作\M1b02ty外装221_绣球花01f.tani					
32185	31	1			0	data\source\player\M1\动作\M1b02ty外装221_绣球花01g.tani					
32186	60	1			1	Data\source\player\M1\动作\M1b02ty扇05_st01.ani			1		
32187	56	1			1	Data\source\player\M1\动作\M1b02ty扇05_walk01.ani					
32188	57	1			1	Data\source\player\M1\动作\M1b02ty扇05_后退01.ani					
32189	6	1			1	Data\source\player\M1\动作\M1b02ty扇05_右转01.ani					
32190	6	1			1	Data\source\player\M1\动作\M1b02ty扇05_左转01.ani					
32191	60	1			1	data\source\player\M1\动作\M1b02yd持灯笼待机.ani			1		
32192	56	1			1	data\source\player\M1\动作\M1b02yd持灯笼行走.ani					
32193	57	1			1	data\source\player\M1\动作\M1b02yd持灯笼后退01.ani					
32194	6	1			1	data\source\player\M1\动作\M1b02yd持灯笼挪步右01.ani					
32195	6	1			1	data\source\player\M1\动作\M1b02yd持灯笼挪步左01.ani					
32196	7	1			0	data\source\player\M1\动作\M1b02yd拔灯笼01.ani					
32197	31	1			0	data\source\player\M1\动作\M1b02ty外装213_铃鼓01.tani					
32198	31	1			1	data\source\player\M1\动作\M1b01ty抱玄晶01.ani					
32199	31	1			1	data\source\player\M1\动作\M1b01ty踩玄晶01.ani					
32200	31	1			1	data\source\player\M1\动作\M1b02ty摊手01b.ani					
32201	31	1			1	data\source\player\M1\动作\M1b02ty眼镜05b.ani					
32202	31	1			1	data\source\player\M1\动作\M1jyH坐01_NPC_01b.ani					
39000	31	1				Data\source\player\M1\动作\M1_A332_LL_pst01.tani					
39001	29	1				Data\source\player\M1\动作\M1_A332_LL_pst02.tani					
39002	31	1				Data\source\player\M1\动作\M1_A332_LL_pst03.tani					
39003	31	1				Data\source\player\M1\动作\M1_A332_RS_pst01.tani					
39004	29	1				Data\source\player\M1\动作\M1_A332_RS_pst02.tani					
39005	31	1				Data\source\player\M1\动作\M1_A332_RS_pst03.tani					
39006	31	1				Data\source\player\M1\动作\M1_A332_上LL插槽.ani					
39007	31	1				Data\source\player\M1\动作\M1_A332_上RS插槽.ani					
39008	31	1				Data\source\player\M1\动作\M1_A349_SH_pst01.ani					
39009	29	1				Data\source\player\M1\动作\M1_A349_SH_打坐.ani					
39010	31	1				Data\source\player\M1\动作\M1_A349_SH_pst02.ani					
39011	31	1				Data\source\player\M1\动作\M1_A349_P_pst01.ani					
39012	29	1				Data\source\player\M1\动作\M1_A349_P_打坐.ani					
39013	31	1				Data\source\player\M1\动作\M1_A349_P_pst02.ani					
39014	31	1				Data\source\player\M1\动作\M1_A349_上P插槽.ani					
39015	31	1				Data\source\player\M1\动作\M1_A349_上SH插槽.ani					
39016	31	1				data/source/player/M1/动作/M1b01ty站立醉.ani					
40000	1	1			1	Data\source\player\M1\动作\M1H轿子待机01.ani					
40001	5	1			1	Data\source\player\M1\动作\M1H轿子待机01.ani					
40002	57	1			1	Data\source\player\M1\动作\M1H轿子待机01.ani					
40003	6	1			1	Data\source\player\M1\动作\M1H轿子_左挪步.ani					
40004	6	1			1	Data\source\player\M1\动作\M1H轿子_右挪步.ani					
40005	16	1			0	Data\source\player\M1\动作\M1H轿子_小跳a.ani					
40006	17	1			1	Data\source\player\M1\动作\M1H轿子_小跳b.ani					
40007	18	1			0	Data\source\player\M1\动作\M1H轿子_小跳c.ani					
40008	39	1			0	Data\source\player\M1\动作\M1H轿子待机01.ani					
40009	26	1			1	Data\source\player\M1\动作\M1H轿子待机01.ani					
40010	56	1			1	Data\source\player\M1\动作\M1H轿子待机01.ani					
40011	1	1			1	Data\source\player\M1\动作\M1HZQ_轿子01_st01.ani					
40012	5	1			1	Data\source\player\M1\动作\M1HZQ_轿子01_st01.ani					
40013	57	1			1	Data\source\player\M1\动作\M1HZQ_轿子01_st01.ani					
40014	6	1			1	Data\source\player\M1\动作\M1HZQ_轿子01_st01.ani					
40015	6	1			1	Data\source\player\M1\动作\M1HZQ_轿子01_st01.ani					
40016	16	1			0	Data\source\player\M1\动作\M1HZQ_轿子01_小跳01a.ani					
40017	17	1			1	Data\source\player\M1\动作\M1HZQ_轿子01_小跳01b.ani					
40018	18	1			0	Data\source\player\M1\动作\M1HZQ_轿子01_小跳01c.ani					
40019	31	1			0	Data\source\player\M1\动作\M1HZQ_轿子01_pst01.ani					
40020	31	1			0	Data\source\player\M1\动作\M1HZQ_轿子01_pst02.ani					
40021	31	1				Data\source\player\M1\动作\M1_A273_RS_pst01.ani					
40022	29	1				Data\source\player\M1\动作\M1_A273_RS_打坐.ani					
40023	31	1				Data\source\player\M1\动作\M1_A273_RS_pst02.tani					
40024	31	1				Data\source\player\M1\动作\M1_A273_SH_pst01_挂宠羽毛01.tani					
40025	29	1				Data\source\player\M1\动作\M1_A273_SH_打坐.tani					
40026	31	1				Data\source\player\M1\动作\M1_A273_SH_pst02.ani					
40027	31	1				Data\source\player\M1\动作\M1_A273_上RS插槽.ani					
40028	31	1				Data\source\player\M1\动作\M1_A273_上SH插槽.ani					
40029	31	1				Data\source\player\M1\动作\M1_A367_RS_pst01.ani					
40030	29	1				Data\source\player\M1\动作\M1_A367_RS_打坐.ani					
40031	31	1				Data\source\player\M1\动作\M1_A367_RS_pst02.ani					
40032	31	1				Data\source\player\M1\动作\M1_A367_SH_pst01.ani					
40033	29	1				Data\source\player\M1\动作\M1_A367_SH_打坐.tani					
40034	31	1				Data\source\player\M1\动作\M1_A367_SH_pst02.ani					
40035	31	1				Data\source\player\M1\动作\M1_A367_上RS插槽.ani					
40036	31	1				Data\source\player\M1\动作\M1_A367_上SH插槽.ani					
40037	1	1			1	Data\source\player\F1\动作\F1H普通待机04.ani					
40038	31	1				Data\source\player\F1\动作\F1_A366_H_pst01.tani					
41000	1	1			1	Data\source\player\M1\动作\M1b01ty划船_st01.ani					
41001	56	1			1	Data\source\player\M1\动作\M1b01ty划船_run01.tani					
41002	57	1			1	Data\source\player\M1\动作\M1b01ty划船_go_back.tani			1		
42000	1	1			1	data\source\player\M1\动作\M1独轮车待机01.ani			1		
42001	5	1			1	data\source\player\M1\动作\M1独轮车奔跑01.ani			1		
42002	56	1			1	data\source\player\M1\动作\M1独轮车行走01.ani			1		
42003	57	1			1	data\source\player\M1\动作\M1独轮车后退01.ani			1		
42004	16	1			0	data\source\player\M1\动作\M1独轮车跳01a.ani			1		
42005	17	1			1	data\source\player\M1\动作\M1独轮车跳01b.ani			1		
42006	18	1			0	data\source\player\M1\动作\M1独轮车跳01c.ani			1		
42007	6	1			1	data\source\player\M1\动作\M1独轮车右挪步01.ani			1		
42008	6	1			1	data\source\player\M1\动作\M1独轮车左挪步01.ani					
42009	17	1			1	data\source\player\M1\动作\M1独轮车跳01b.ani					
42010	17	1			1	data\source\player\M1\动作\M1独轮车跳01b.ani					
42011	17	1			1	data\source\player\M1\动作\M1独轮车跳01b.ani					
42012	17	1			1	data\source\player\M1\动作\M1独轮车跳01b.ani					
42013	17	1			1	data\source\player\M1\动作\M1独轮车跳01b.ani					
42014	17	1			0	data\source\player\M1\动作\M1独轮车跳01b.ani					
42015	17	1			0	data\source\player\M1\动作\M1独轮车跳01b.ani					
42016	17	1			1	data\source\player\M1\动作\M1独轮车跳01b.ani					
42020	1	1			1	data\source\player\M1\动作\M1H绣球01_st01.ani			1		
42021	5	1			1	data\source\player\M1\动作\M1H绣球01_run01.ani			1		
42022	5	1			0	data\source\player\M1\动作\M1H绣球01_加速跑01a.ani			1		
42023	5	1			1	data\source\player\M1\动作\M1H绣球01_加速跑01b.ani			1		
42024	5	1			0	data\source\player\M1\动作\M1H绣球01_加速跑01c.ani			1		
42025	31	1			0	data\source\player\M1\动作\M1H绣球01_pst01.ani			1		
42026	31	1			0	data\source\player\M1\动作\M1H绣球01_pst02.ani			1		
42027	7	1			0	data\source\player\M1\动作\M1H绣球01_pst03_HD.tani			1		
42028	16	1			0	data\source\player\M1\动作\M1H绣球01_小跳01a.ani			1		
42029	17	1			1	data\source\player\M1\动作\M1H绣球01_小跳01b.ani			1		
42030	18	1			0	data\source\player\M1\动作\M1H绣球01_小跳01c.ani			1		
42031	6	1			0	data\source\player\M1\动作\M1H绣球01_左挪步01.ani			1		
42032	6	1			0	data\source\player\M1\动作\M1H绣球01_右挪步01.ani			1		
43000	1	1			1	Data\source\player\M1\动作\M1H轿子待机01.ani					
43001	5	1			1	Data\source\player\M1\动作\M1H轿子待机01.ani					
43002	57	1			1	Data\source\player\M1\动作\M1H轿子待机01.ani					
43003	6	1			1	Data\source\player\M1\动作\M1H轿子_左挪步.ani					
43004	6	1			1	Data\source\player\M1\动作\M1H轿子_右挪步.ani					
43005	16	1			0	Data\source\player\M1\动作\M1H轿子_小跳a.ani					
43006	17	1			1	Data\source\player\M1\动作\M1H轿子_小跳b.ani					
43007	18	1			0	Data\source\player\M1\动作\M1H轿子_小跳c.ani					
43008	39	1			0	Data\source\player\M1\动作\M1H轿子待机01.ani					
43009	26	1			1	Data\source\player\M1\动作\M1H轿子待机01.ani					
43010	56	1			1	Data\source\player\M1\动作\M1H轿子待机01.ani					
44000	1	1			1	data\source\player\M1\动作\M1_车佣001_st01.ani					
44001	5	1			1	data\source\player\M1\动作\M1_车佣001_run01.ani					
44002	39	1			0	data\source\player\M1\动作\M1_车佣001_at01.ani					
44003	39	1			0	data\source\player\M1\动作\M1_车佣001_run02.ani					
44004	57	1			1	data\source\player\M1\动作\M1_车佣001_back01.ani					
44005	31	1			0	data\source\player\M1\动作\M1b02ty拔剑01_start01.ani					
44006	31	1			1	data\source\player\M1\动作\M1b02ty拔剑01_st01_持续.tani					
44007	31	1			0	data\source\player\M1\动作\M1b02ty拔剑01_pst01_拔剑.tani					
44008	31	1			0	data\source\player\M1\动作\M1b02ty拔剑01_pst02.ani					
45000	1	1			1	data\source\player\M1\动作\M1NIU待机01.tani					
45001	5	1			1	data\source\player\M1\动作\M1NIU奔跑01.ani					
45002	56	1			1	data\source\player\M1\动作\M1NIU待机01.tani					
45003	57	1			1	data\source\player\M1\动作\M1NIU待机01.tani					
45004	42	1			1	data\source\player\M1\动作\M1NIU待机01.tani					
45005	6	1			1	data\source\player\M1\动作\M1NIU待机01.tani					
45006	6	1			1	data\source\player\M1\动作\M1NIU待机01.tani					
45007	16	1			0	data\source\player\M1\动作\M1NIU奔跑01.ani					
45008	17	1			1	data\source\player\M1\动作\M1NIU奔跑01.ani					
45009	18	1			0	data\source\player\M1\动作\M1NIU奔跑01.ani					
45010	4	1			1	data\source\player\M1\动作\M1NIU奔跑01.ani					
45011	3	1			1	data\source\player\M1\动作\M1NIU待机01.tani					
45012	4	1			1	data\source\player\M1\动作\M1NIU待机01.tani					
45013	63	1			0	data\source\player\M1\动作\M1b01ty持鹰放飞.ani					
45014	63	1			0	data\source\player\M1\动作\M1b01ty站立接鹰.ani					
45015	2	1			1	data\source\player\M1\动作\M1b01ty普通持鹰待机01.ani					
45016	63	1			0	data\source\player\M1\动作\M1b01ty普通持鹰待机01a.ani					
45017	63	1			0	data\source\player\M1\动作\M1b01ty普通持鹰待机01b.ani					
45018	63	1			0	data\source\player\M1\动作\M1b01ty普通持鹰待机.ani					
45019	63	1			0	data\source\player\M1\动作\M1b01ty持鹰放飞.ani					
45020	17	1			1	data\source\player\M1\动作\M1bqg_wall_nosedive_m_b.ani					
45021	22	1			0	data\source\player\M1\动作\M1弩车_非战斗死亡.ani					
45022	56	1			1	data\source\player\M1\动作\M1弩车_前进.ani					
45023	5				1	data\source\player\M1\动作\M1弩车_跑.ani					
45024	57				1	data\source\player\M1\动作\M1弩车_后退.ani					
45025	1	1			1	data\source\player\M1\动作\M1弩车_前进.ani					
45026	1	1			1	data\source\player\M1\动作\M1弩车_前进.ani					
45027	2	2			1	data\source\player\M1\动作\M1弩车_前进.ani					
45028	2				1	data\source\player\M1\动作\M1弩车_前进.ani					
45029	58				1	data\source\player\M1\动作\M1弩车_后退.ani					
45030	6				1	data\source\player\M1\动作\M1弩车_左转.ani					
45031	6				1	data\source\player\M1\动作\M1弩车_右转.ani					
45032	4	1			1	data\source\player\M1\动作\M1弩车_前进.ani					
45033	4	1			1	data\source\player\M1\动作\M1弩车_左转.ani					
45034	4	1			1	data\source\player\M1\动作\M1弩车_右转.ani					
45035	2	2			1	data\source\player\M1\动作\M1弩车_前进.ani					
45036	1	2			1	data\source\player\M1\动作\M1弩车_前进.ani					
45037	5	0			1	data\source\player\M1\动作\M1弩车_跑.ani					
45038	6				1	data\source\player\M1\动作\M1弩车_左转.ani					
45039	6				1	data\source\player\M1\动作\M1弩车_右转.ani					
45040	22	0			0	data\source\player\M1\动作\M1弩车_非战斗死亡.ani		1			
45041	2	2			1	data\source\player\M1\动作\M1弩车_前进.ani		1			
45042	1	2			1	data\source\player\M1\动作\M1弩车_前进.ani					
45043	15	2			0	data\source\player\M1\动作\M1弩车_移动变形到战斗.ani					
45044	15	2			0	data\source\player\M1\动作\M1弩车_战斗变形到移动.ani					
45045	22	1			0	data\source\player\M1\动作\M1弩车_战斗死亡.ani					
45046	56				1	data\source\player\M1\动作\M1弩车_战斗待机.ani					
45047	5				1	data\source\player\M1\动作\M1弩车_战斗待机.ani					
45048	57				1	data\source\player\M1\动作\M1弩车_战斗待机.ani					
45049	1	1			1	data\source\player\M1\动作\M1弩车_战斗待机.ani					
45050	1	1			1	data\source\player\M1\动作\M1弩车_战斗待机.ani					
45051	2	2			1	data\source\player\M1\动作\M1弩车_战斗待机.ani					
45052	2				1	data\source\player\M1\动作\M1弩车_战斗待机.ani					
