====================================================================================================
鍑忕枟 count 55
   2662 甯細_鎿傚彴_鍑忕枟浼ゆ垚鏁?| FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv=  | A1=   | Cnt= 1 Ivl= 2880 | Script= 
   3149 鎴樺満涓炬姤_鍋锋噿鑰嶆粦 | FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv=  | A1=   | Cnt= 1 Ivl= 480 | Script= 
   3150 鎴樺満涓炬姤_鍐呯疆CD | FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv=  | A1=   | Cnt= 1 Ivl= 480 | Script= 
   3152 鎴樺満涓炬姤_琚妇鎶ョ殑debuff | FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv=  | A1=   | Cnt= 1 Ivl= 480 | Script= 
   4122 鎴樺満鏍囪 | FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv=  | A1=   | Cnt= 1 Ivl= 960 | Script= 
   7551 鎴樺満涓哄府浼氬姞鍒?| FT=  | Decay=  | MS= 4294967295 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 9600 | Script= 
   11614 鎴樺満浠诲姟buff | FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv= 0 | A1=   | Cnt= 5 Ivl= 57600 | Script= 
   11962 鎴樺満棣栬儨buff | FT=  | Decay=  | MS= 4294967295 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 960 | Script= 
   12009 鎴樺満绂佹鍒囧績娉?| FT=  | Decay=  | MS= 4294967294 | Ban= 520 | Inv= 0 | A1=   | Cnt= 180 Ivl= 160 | Script= 
   12015 鎴樺満YY闃?| FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv= 0 | A1=   | Cnt= 45 Ivl= 640 | Script= 
   12203 鎴樺満瑙﹀彂濂囬亣 | FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 1920 | Script= 
   12455 浣撻獙鎴樺満鍥炶 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv=  | A1=   | Cnt= 1 Ivl= 8 | Script= 
   12456 浣撻獙鎴樺満鐙傛毚 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv=  | A1= atPhysicsCriticalStrikeBaseRate 6000 | Cnt= 30 Ivl= 16 | Script= 
   12466 浣撻獙鎴樺満鐩戞帶buff | FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv= 0 | A1= atImmuneSkillMove 1 | Cnt= 1 Ivl= 16 | Script= 
   12476 闃佃惀鎶纰庣墖鎴樺満 | FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 960 | Script= 
   12595 浣撻獙鎴樺満鍊掕鏃朵紶閫乥uff | FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv= 0 | A1=   | Cnt= 10 Ivl= 16 | Script= 
   12800 鎴樺満鎺掗槦鍊掕鏃?| FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv= 0 | A1= atExecuteScript Map/鎴樺満閫氱敤/skill/鎴樺満鎺掗槦閫氱敤.lua | Cnt= 1 Ivl= 16 | Script= 
   12821 鎴樺満绂佹鎺掗槦 | FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv= 0 | A1=   | Cnt= 15 Ivl= 640 | Script= 
   13211 鎴樺満涓炬姤澶嶆煡buff | FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 0 | Script= 
   13395 鎴樺満鎻愬墠閫冨嚭澶勭悊 | FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 16 | Script= 
   14543 绂诲紑鎴樺満鍊掕鏃?| FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 16 | Script= 
   14544 鎴樺満绔炴妧鍦烘帓闃烠D | FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv= 0 | A1=   | Cnt= 5 Ivl= 16 | Script= 
   14577 鎴樺満鍒伴挦浣゜uff | FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 0 | Script= 
   14726 鎴樺満绂佹鐢ㄥ绌存彁绀?| FT=  | Decay=  | MS= 4294901758 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 99999 | Script= 
   14996 MOBA鎴樺満瑁呭 | FT=  | Decay=  | MS= 3758030786 | Ban=  | Inv= 0 | A1= atFreeze  | Cnt= 1 Ivl= 128 | Script= 涓囪姳\鍗楅鍚愭湀娣诲姞澶櫄.lua
====================================================================================================
缁濆 count 60
   15323 娌ф簾缁濆鍦板浼ゅ | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 16 | Script= 
   16586 缁濆鐨勯璧燺灏戞灄 | FT=  | Decay=  | MS= 4294967295 | Ban= 255 | Inv= 0 | A1= atFinalMaxLifeAddPercent 61 | Cnt= 1 Ivl= 57600 | Script= 
   19590 绂佽路缁濆鎴樺満 | FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv=  | A1=   | Cnt= 1 Ivl= 1382400 | Script= 
   19905 绂佷功路缁濆鎴樺満 | FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv=  | A1=   | Cnt= 1 Ivl= 1382400 | Script= 
   21124 澶╁師缁濆_婊戠繑缁存寔 | FT=  | Decay=  | MS= 16 | Ban= 255 | Inv= 0 | A1= atIgnoreGravity  | Cnt= 1 Ivl= 160 | Script= 娌欐紶椋庢毚/澶╁師缁濆_婊戠繑缈肩淮鎸?lua
   21139 澶╁師缁濆_鐏劙琛ㄧ幇 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 0 | Script= 
   21142 澶╁師缁濆_鐑熼浘琛ㄧ幇 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 0 | Script= 
   21172 澶╁師缁濆_鐕х煶鐐圭噧 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 10 Ivl= 16 | Script= 
   21174 澶╁師缁濆_鐓ф槑寮硅寖鍥存樉绀?| FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 0 | Script= 
   21175 澶╁師缁濆_娓╁害灞傛暟 | FT=  | Decay=  | MS= 4294967295 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 0 | Script= 
   21181 澶╁師缁濆_瀵掑喎 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1= atHasteBasePercentAdd -300 | Cnt= 1 Ivl= 0 | Script= 
   21182 澶╁師缁濆_瀵掑喎闄嶄綆琛€涓婇檺 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1= atMaxLifePercentAdd -30 | Cnt= 1 Ivl= 0 | Script= 
   21188 澶╁師缁濆_姝﹀楗dot | FT= Damage | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 10 Ivl= 32 | Script= 
   21193 澶╁師缁濆_鍓戝畻楗啺鍐荤粨 | FT= Halt | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1= atFreeze  | Cnt= 1 Ivl= 32 | Script= 
   21194 澶╁師缁濆_鍓戝畻楗啺鍐呯疆cd | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 160 | Script= 
   21226 澶╁師缁濆_姗欒儢娆￠檷鏀诲嚮 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1= atPhysicsAttackPowerPercent -205 | Cnt= 1 Ivl= 80 | Script= 
   21409 澶╁師缁濆_鎴樿薄鍐查攱鏍囪 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 10 Ivl= 16 | Script= 
   21410 澶╁師缁濆_鎴樿薄楠戜箻 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1= atDropDefence 512 | Cnt= 999 Ivl= 16 | Script= 娌欐紶椋庢毚/澶╁師鎴樿薄缁存寔.lua
   21428 澶╁師缁濆_浜烘暟鏄剧ず | FT=  | Decay=  | MS= 1073774592 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 0 | Script= 
   21436 澶╁師缁濆_婊戠储cd | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 720 | Script= 
   21454 澶╁師缁濆_璋烽闄嶆俯 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1= atMoveSpeedPercent -102 | Cnt= 1 Ivl= 64 | Script= 娌欐紶椋庢毚/澶╁師缁濆璋烽debuff.lua
   21458 澶╁師缁濆_娓╂殩鍖?| FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 0 | Script= 
   21589 澶╁師缁濆_鎴樿薄姣忕鎺ㄤ汉 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1= atDriftFlag  | Cnt= 12 Ivl= 4 | Script= 
   25431 绂佷护路缁濆鎴樺満 | FT=  | Decay=  | MS= 4294967294 | Ban=  | Inv=  | A1=   | Cnt= 1 Ivl= 1382400 | Script= 
   26073 娲辨捣缁濆鍙娲绘爣璁?| FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 4800 | Script= 娌欐紶椋庢毚/娲辨捣缁濆澶嶆椿buff娑堝け.lua
====================================================================================================
娌欐毚 count 7
   4945 鏄庢暀鍦烘櫙_榛戞矙鏆?| FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv=  | A1=   | Cnt= 1000000 Ivl= 16 | Script= 
   5599 澶ф槑瀹玙鐙闂織_娌欐毚 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 64 | Script= 
   8369 闆侀棬鍏充箣褰筥鐙闂織_娌欐毚 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 16 | Script= 
   8479 闆侀棬鍏充箣褰筥鐙闂織_娌欐毚鐪╂檿 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1= atHalt  | Cnt= 5 Ivl= 16 | Script= 
   14541 闅愯棌BOSS_娌欐毚鍦堣〃鐜?| FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 0 | Script= 
   28984 5鍙穇鑻忎粈_娌欐毚淇濇姢 | FT=  | Decay=  | MS= 3758030846 | Ban= 0 | Inv= 0 | A1=   | Cnt= 1 Ivl= 16 | Script= 
   29053 5鍙穇鑻忎粈_娌欐毚淇濇姢_閫嗗悜 | FT=  | Decay=  | MS= 3758030846 | Ban= 0 | Inv= 0 | A1=   | Cnt= 1 Ivl= 16 | Script= 
====================================================================================================
閲嶅垱 count 11
   5756 閲嶅垱 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1= atMoveSpeedPercent -101 | Cnt= 1 Ivl= 160 | Script= 
   22249 鍗爾姊椋炰簯鍥炶浆鍒€_閲嶅垱 | FT= Normal | Decay= -1 | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 0 | Script= 
   24355 鐮村啗鏍囪閲嶅垱璁℃暟 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 128 | Script= 
   24356 鐮村啗閲嶅垱锛堥€氱敤锛?| FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1= atGlobalTherapyAbsorb 9999999 | Cnt= 1 Ivl= 128 | Script= 
   24357 楣ゅ綊闄勫甫閲嶅垱鏍囪 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 3600 | Script= 
   24362 寤惰繜鍒犻櫎楣ゅ綊閲嶅垱鏍囪 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 8 | Script= 钘忓墤/寤惰繜鍒犻櫎楣ゅ綊閲嶅垱鏍囪.lua
   27115 涓囩伒灞卞簞_鍙嶆洸_閲嶅垱 | FT=  | Decay=  | MS= 3758030846 | Ban= 0 | Inv= 0 | A1= atGlobalTherapyAbsorb 999999 | Cnt= 1 Ivl= 128 | Script= 
   29420 鐑熸稕閲嶅垱 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1= atGlobalTherapyAbsorb 999999 | Cnt= 1 Ivl= 80 | Script= 
   32038 鏃犳剰閲嶅垱 | FT=  | Decay=  | MS= 3758030846 | Ban= 0 | Inv= 0 | A1=   | Cnt= 10 Ivl= 16 | Script= 
   32398 閲嶅垱鍦版鐢熸晥闂撮殧 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 28 | Script= 
   32519 鏉庤惣閲嶅垱娴佽 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 10 Ivl= 32 | Script= 
====================================================================================================
杩藉懡绠?count 14
   3276 鍞愰棬_杩藉懡绠璤鐬彂 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv=  | A1= atDirectCastMask 4096 | Cnt= 120 Ivl= 4 | Script= 
   5782 鍞愰棬_杩藉懡绠璦oe鍒ゅ畾 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 16 | Script= 
   6867 琛€鎴樺ぉ绛朹灞辩嫾_杩藉懡绠缉 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 4800 | Script= 
   7140 琛€鎴樺ぉ绛朹灞辩嫾_25浜鸿拷鍛界鍥炶摑 | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 16 | Script= 
   7143 琛€鎴樺ぉ绛朹灞辩嫾_杩藉懡绠姞浼ゅ | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1= atSkillPhysicsDamagePercent 102 | Cnt= 1 Ivl= 9600 | Script= 
   10549 鏇圭値鐑坃杩藉懡绠姞浼ゅ | FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1= atSkillPhysicsDamagePercent 102 | Cnt= 1 Ivl= 480 | Script= 
   11520 2016宄板€糭鏇圭値鐑堣拷鍛界绾?| FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 16 | Script= 
   11521 2016宄板€糭鏇圭値鐑堣拷鍛界钃?| FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 1 Ivl= 16 | Script= 
   11873 杩藉懡绠檷浣庣洰鏍囧寲鍔?| FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1= atDecriticalDamagePowerPercent -51 | Cnt= 1 Ivl= 192 | Script= 
   16068 杩藉懡绠噺閫?| FT= Slow | Decay=  | MS= 3758030846 | Ban=  | Inv=  | A1= atMoveSpeedPercent -819 | Cnt= 1 Ivl= 48 | Script= 
   17226 闅愯韩杩藉懡绠澶栦細蹇?| FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1= atSetTalentRecipe 5151 | Cnt= 1 Ivl= 8 | Script= 
   24624 娆℃瀬闃充箤澧炵泭杩藉懡绠?| FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1= atSetTalentRecipe 3168 | Cnt= 1 Ivl= 999 | Script= 
   26055 杩藉懡绠?| FT=  | Decay=  | MS= 3758030846 | Ban=  | Inv= 0 | A1=   | Cnt= 30 Ivl= 16 | Script= 
   28574 缁濆路杩藉懡绠?| FT=  | Decay=  | MS= 4294967295 | Ban= 0 | Inv= 0 | A1=   | Cnt= 1 Ivl= 0 | Script= 
